"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0042542";"GO:0042542";"response to hydrogen peroxide";"21/1470";"68/14111";0,308823529411765;2,96449579831933;5,53741498067263;3,09997350817816e-06;0,000490359445839091;0,000471077313970041;"abc1k8/BT1/HSP18.2/HSP15.7/MCO2/AT-HSP17.6A/HSP17.6II/DREB2/CAT2/NA/ATHSP22.0/ATHSP17.4/ATACP5/HSP17.6B/HSP18.5/HSP17.6A/HSP17.4B/HSP17.6C/ATDHAR1/HSP17.8/BT3";21
"GO:0009765";"GO:0009765";"photosynthesis, light harvesting";"15/1470";"39/14111";0,384615384615385;3,69204604918891;5,74074601980689;3,82894305632743e-06;0,000555196743167477;0,000533365050302452;"LHCB3/LHCA1/CAB4/DEG1/DEG13/LHCB4.2/LHCB4.3/LHB1B2/LHCB2/LHCB2/AtLHCB7/LHCA3/AtTLP18.3/AB165/LPA19";15
"GO:0006091";"GO:0006091";"generation of precursor metabolites and energy";"67/1470";"376/14111";0,178191489361702;1,71051707917209;4,76195811333392;7,39225724155865e-06;0,000989425200024004;0,000950518582963169;"COX1/ORF291/COX3/ORF313/NAD4/NAD5/NAD7/ATP6/NAD2/NAD6/COX2/NAD9/PSBB/ATPE/ATLFNR1/NADP-MDH/ABI2/LHCB3/SDHAF2/ATFRO7/NA/NA/ATSIG5/AtUGP2/HCF145/SBE2.2/STN8/AtFBA2/NA/CRR31/PGRL1A/PGRL1B/CYTC-2/NDB2/FIB/LHCA1/OEC33/CAB4/DEG1/DEG13/AOX1A/ATTS02/LHCB4.2/NA/LHCB4.3/ATISA1/LHB1B2/HGML/AtFBA1/PDTPI/AtPGR5/LHCB2/LHCB2/PSBR/AtLHCB7/LPA3/CRR23/STN7/PSBY/LHCA3/AtTLP18.3/AB165/NDF1/ATFD1/PAP3/LPA19/NA";67
"GO:0009642";"GO:0009642";"response to light intensity";"33/1470";"152/14111";0,217105263157895;2,08406283566058;4,58226872848673;3,20111899622574e-05;0,00397853360959485;0,00382208794436577;"abc1k8/ATTIL/ABI2/LHCB3/AtS40-2/CSD3/ATMYB29/ATOST1/ATSDX1/ATFSD1/FIB/A-PUT2/LHCA1/OEC33/CAB4/DEG13/ELIP/AtGolS1/AtS40.4/AtPGR5/LHCB2/LHCB2/ABC1K3/ATHSP101/STN7/PSBY/AtPaspA2/ATGPT2/LHCA3/AtS40-1/E1A1/PRIN2/SR45a";33
"GO:0051259";"GO:0051259";"protein complex oligomerization";"16/1470";"52/14111";0,307692307692308;2,95363683935113;4,81282145954191;4,80323293444584e-05;0,00557175020395718;0,00535265536835088;"HSP18.2/HSP15.7/AT-HSP17.6A/HSP17.6II/NA/ATHSP22.0/ATHSP17.4/HSP17.6B/HSP18.5/AtPPsPase1/ATMGL/HSP17.6A/HSP17.4B/HSP17.6C/AtSWEET1/HSP17.8";16
"GO:1900864";"GO:1900864";"mitochondrial RNA modification";"12/1470";"33/14111";0,363636363636364;3,49066171923315;4,88464148876011;6,86392598198494e-05;0,00746451950540862;0,00717099635486321;"ORRM2/MORF4/ABO8/AEF1/ATORRM1/MEF20/OTP72/MEF22/MEF21/MORF7/NA/MORF5";12
"GO:0006754";"GO:0006754";"ATP biosynthetic process";"11/1470";"29/14111";0,379310344827586;3,64112127609665;4,85497090190877;8,82678506785681e-05;0,00808347685161624;0,00776561478546073;"ATP1/ATP6-2/ATP9/ORF25/ATP6/ORF315/ATPE/ATPA/PDE334/NA/NA";11
"GO:0015986";"GO:0015986";"proton motive force-driven ATP synthesis";"11/1470";"29/14111";0,379310344827586;3,64112127609665;4,85497090190877;8,82678506785681e-05;0,00808347685161624;0,00776561478546073;"ATP1/ATP6-2/ATP9/ORF25/ATP6/ORF315/ATPE/ATPA/PDE334/NA/NA";11
"GO:0080156";"GO:0080156";"mitochondrial mRNA modification";"11/1470";"29/14111";0,379310344827586;3,64112127609665;4,85497090190877;8,82678506785681e-05;0,00808347685161624;0,00776561478546073;"ORRM2/MORF4/ABO8/AEF1/ATORRM1/MEF20/MEF22/MEF21/MORF7/NA/MORF5";11
"GO:0000302";"GO:0000302";"response to reactive oxygen species";"31/1470";"148/14111";0,209459459459459;2,01066832138261;4,21484492618192;0,000111434758204501;0,00969482396379161;0,00931359979098673;"abc1k8/BT1/HSP18.2/ATTIL/VTC5/HSP15.7/MCO2/CSD3/AT-HSP17.6A/HSP17.6II/DREB2/CAT2/APX6/ATFSD1/NA/ATHSP22.0/ATHSP17.4/DUF760-6/ATACP5/APX1B/abc1k7/HSP17.6B/HSP18.5/HSP17.6A/ATMYB75/HSP17.4B/HSP17.6C/NA/ATDHAR1/HSP17.8/BT3";31
"GO:0006457";"GO:0006457";"protein folding";"36/1470";"183/14111";0,19672131147541;1,88839076614252;4,12493073420013;0,000127021810975938;0,0102121717358318;0,00981060418421106;"HSP18.2/ATHS83/ATFKBP65/HSP15.7/AtRbcX2/DJC69/APG6/AT-HSP17.6A/HSP17.6II/SES1/cpHsc70-1/NA/DJC26/ATHSP22.0/ATERDJ3B/GroES/ATHSP17.4/ATHSP70/ATBAG6/HSP70-8/HSP17.6B/CLPB-M/DNAJ/HSP18.5/CYP40/AtHsp90.5/HSP17.6A/HSP17.4B/HSP17.6C/AtDjB1/Cpn60beta4/HSP70-5/ATBAG5/HSP17.8/AtTPR2/CYP18-1";36
"GO:0000959";"GO:0000959";"mitochondrial RNA metabolic process";"16/1470";"56/14111";0,285714285714286;2,74266277939747;4,45577653979464;0,000129119412751896;0,0102121717358318;0,00981060418421106;"mTERF22/ORRM2/MORF4/GRS1/ABO8/AEF1/ATORRM1/MEF20/OTP72/MEF22/PDE319/MEF21/MORF7/NA/MORF5/nMAT1";16
"GO:0071482";"GO:0071482";"cellular response to light stimulus";"24/1470";"104/14111";0,230769230769231;2,21522762951334;4,24163407248161;0,000137023589741844;0,0103661324413395;0,00995851077849188;"ATSIG5/CSD3/SIG4/APRR7/ATOST1/ATHB-2/A-PUT2/ELIP/AtBBX32/HYH/ERCC1/APRR9/AtHBP2/ATCOL3/AFR/BBX18/AtPGR5/AUXILIN-LIKE6/ATHPR1/RPOD1/AtPaspA2/NF-YA5/PAP3/ATNDI1";24
"GO:0009451";"GO:0009451";"RNA modification";"56/1470";"332/14111";0,168674698795181;1,61916236374068;3,893105742201;0,000186685569517634;0,0135347037900285;0,0130024861576317;"CREF7/ORRM2/NA/MORF4/NA/NA/AtTAD3/MEF37/MEF28/NA/NA/NA/NA/MEF8S/GRS1/NA/NA/NA/MEF35/NA/ABO8/NA/NA/NA/NA/AEF1/ATORRM1/MEF20/OTP72/MEF22/NA/DTWD2A/NA/MEF21/OTP85/NA/MORF7/NA/NA/NA/NA/DYW1/NA/NA/MORF5/NA/NA/ALKBH8/OTP90/NA/NA/ATECB2/NA/EMB3103/EMB3102/NA";56
"GO:0009639";"GO:0009639";"response to red or far red light";"41/1470";"224/14111";0,183035714285714;1,75701834305151;3,8945533089331;0,00023367567316623;0,0162638268523696;0,0156242934310726;"ABA1/AtOR/HAT2/ATSIG5/CaS/APRR7/BBX19/NA/ATH1/BBX28/CYP707A1/TCP2/ATHB-2/PIF8/A-PUT2/DEG13/ELIP/AtBBX32/HYH/HCF107/SPA3/APRR9/AtHBP2/BBX25/CYP707A2/ATCOL3/AFR/BBX18/LHCB2/LHCB2/AtHsp90.5/ABC1K3/BBX22/BBX16/CSU1/SPA4/ANAC013/ATGA3OX1/ATGSTU17/PAP3/BBX24";41
"GO:0071478";"GO:0071478";"cellular response to radiation";"24/1470";"109/14111";0,220183486238532;2,11361168320539;3,98000345877606;0,00029296105372965;0,019605855134215;0,0188349049928212;"ATSIG5/CSD3/SIG4/APRR7/ATOST1/ATHB-2/A-PUT2/ELIP/AtBBX32/HYH/ERCC1/APRR9/AtHBP2/ATCOL3/AFR/BBX18/AtPGR5/AUXILIN-LIKE6/ATHPR1/RPOD1/AtPaspA2/NF-YA5/PAP3/ATNDI1";24
"GO:0009145";"GO:0009145";"purine nucleoside triphosphate biosynthetic process";"12/1470";"38/14111";0,315789473684211;3,03136412459721;4,27580303572284;0,000319729122586446;0,0206047656777932;0,0197945359324474;"ATP1/ATP6-2/ATP9/ORF25/ATP6/ORF315/ATPE/ATPI/ATPA/PDE334/NA/NA";12
"GO:0034605";"GO:0034605";"cellular response to heat";"19/1470";"80/14111";0,2375;2,27983843537415;3,91459906721578;0,000448820378658105;0,0278909806737537;0,0267942391469575;"ATHS83/ATFKBP65/CYS5/AT-HSFA6A/AtPARK13/PUB48/APG6/AT-HSFA3/AT-HSFC1/ELIP/AT-HSFA6B/ATERDJ3A/CLPB-M/BBX18/AtERF53/AtHsp90.5/ATHSP101/ERF113/CYP18-1";19
"GO:0022900";"GO:0022900";"electron transport chain";"25/1470";"121/14111";0,206611570247934;1,98333052229156;3,70437382002216;0,000612776241099631;0,0367665744659779;0,0353208228989551;"COX1/ORF291/COX3/ORF313/NAD4/NAD7/COX2/PSBB/ATLFNR1/ABI2/SDHAF2/ATFRO7/NA/NA/CRR31/PGRL1A/PGRL1B/CYTC-2/FIB/OEC33/AtPGR5/CRR23/PSBY/NDF1/ATFD1";25
"GO:0007623";"GO:0007623";"circadian rhythm";"29/1470";"150/14111";0,193333333333333;1,85586848072562;3,59356791790868;0,000741475365363666;0,0405865596218586;0,0389905969023058;"ATCKA1/abc1k8/LNK1/AtCOMT/RVE1/ATCOL1/BG1/LNK4/LCL1/APRR7/BBX19/SHM1/ATFSD1/BBX30/CSP41A/LNK2/BBX31/ARC5/LNK3/LCL5/NA/AtCCA1/APRR9/BBX18/ATCCR2/STN7/ERDL4/EPR1/LHY";29
"GO:0048511";"GO:0048511";"rhythmic process";"29/1470";"150/14111";0,193333333333333;1,85586848072562;3,59356791790868;0,000741475365363666;0,0405865596218586;0,0389905969023058;"ATCKA1/abc1k8/LNK1/AtCOMT/RVE1/ATCOL1/BG1/LNK4/LCL1/APRR7/BBX19/SHM1/ATFSD1/BBX30/CSP41A/LNK2/BBX31/ARC5/LNK3/LCL5/NA/AtCCA1/APRR9/BBX18/ATCCR2/STN7/ERDL4/EPR1/LHY";29
"GO:0071214";"GO:0071214";"cellular response to abiotic stimulus";"35/1470";"193/14111";0,181347150259067;1,74080927707871;3,53368724862135;0,000769745096276629;0,0405865596218586;0,0389905969023058;"AtOxR/ATSIG5/CSD3/SIG4/AtSWEET15/APRR7/ATOST1/ATHB-2/A-PUT2/AFL1/DEG13/ELIP/AtBBX32/mTERF11/HYH/ERCC1/APRR9/AtHBP2/ATCOL3/AFR/BBX18/AtPGR5/LHCB2/LHCB2/AUXILIN-LIKE6/ATHPR1/RPOD1/ATMGL/AtPaspA2/OSCA2.1/NF-YA5/RAS1/PAP3/ATNDI1/ATGLR3.4";35
"GO:0104004";"GO:0104004";"cellular response to environmental stimulus";"35/1470";"193/14111";0,181347150259067;1,74080927707871;3,53368724862135;0,000769745096276629;0,0405865596218586;0,0389905969023058;"AtOxR/ATSIG5/CSD3/SIG4/AtSWEET15/APRR7/ATOST1/ATHB-2/A-PUT2/AFL1/DEG13/ELIP/AtBBX32/mTERF11/HYH/ERCC1/APRR9/AtHBP2/ATCOL3/AFR/BBX18/AtPGR5/LHCB2/LHCB2/AUXILIN-LIKE6/ATHPR1/RPOD1/ATMGL/AtPaspA2/OSCA2.1/NF-YA5/RAS1/PAP3/ATNDI1/ATGLR3.4";35
"GO:0097501";"GO:0097501";"stress response to metal ion";"7/1470";"17/14111";0,411764705882353;3,95266106442577;4,153865047764;0,000994279872323453;0,0495568529535832;0,0476081563764611;"DES1/AtHMP45/ATHMA3/ATMTM1/ATMTP3/ATCDT1/AtHMP04";7
"GO:0009206";"GO:0009206";"purine ribonucleoside triphosphate biosynthetic process";"11/1470";"37/14111";0,297297297297297;2,85385181099467;3,85033540514735;0,00099683324906633;0,0495568529535832;0,0476081563764611;"ATP1/ATP6-2/ATP9/ORF25/ATP6/ORF315/ATPE/ATPA/PDE334/NA/NA";11
