"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0007005";"GO:0007005";"mitochondrion organization";"45/1556";"123/12846";0,365853658536585;3,02040880305975;8,35837638466262;1,97614487718235e-12;3,01092619468874e-10;2,80253273491315e-10;"GCD1/ATOXA1/NA/HP22/AtSLP2/NA/NA/ATPHB3/P12/AtHIGD2/ELM1/ATAD3A2/NA/NOXY2/HCC2/NA/ATAD3B2/ATPHB1/HP20/NA/MTSSB/FMT/AtTIM9/ATPHB4/NA/HSP60/SSB2/AtTIM22-2/HCC1/LON4/AtATP23/ATAD3A1/SDHAF1/NA/AtTIM10/ATPHB6/NA/ATAD3B1/OXA2a/NA/SWIB5/OSB4/NA/PMD2/ATPHB2";45
"GO:0009409";"GO:0009409";"response to cold";"92/1556";"378/12846";0,243386243386243;2,00934426898437;7,39454922304302;1,94222318156214e-11;2,71263837691512e-09;2,52489013603078e-09;"GR-RBP3/AtZAT12/ATTIL/BBX29/COR78/LTI65/ATHVA22E/COR27/AtTK1b/ASUS1/ATBCB/NA/UGT78D3/AtCor6.6/KIN1/ATCYS1/ATRH25/AtLEA4-5/ATPLAT1/ATGRP8/SPT/ATPLDDELTA/TMT2/ADC2/COR28/AtPMRT5/ABI1/ATCBF3/ATCBF2/ATHVA22D/AtBAM3/ATDI21/ATGRP2/EARLI1/AZI1/AtRbcX1/FIB/AtLEA5/TCF1/RPL23A2/AtUSP/CP29A/LTI30/ATRZ-1A/AtGRP4/ELIP/YS1/AOX1A/ATRH53/ATRH9/AtTRM2a/NA/RH13/ATCYS6/RCI2A/AtGolS1/AGL20/AtCOR15A/COR15B/AtSPL9/AtC3H29/AKR4C9/mL102/ENO2/NA/ATOEP16-1/ELF3/FZF/AtGRF1/ATGRP7/ABX45/ERD7/ATCOR413-PM1/ALDH5F1/ADH/RH29/ERD14/NA/GEMIN2/AtATL78/RAP2.1/ERF113/ANN1/COR413-TM1/STZ/FB/ERD10/AtCOR47/GWD/iPGAM1/AtGolS3/PER3";92
"GO:0000959";"GO:0000959";"mitochondrial RNA metabolic process";"26/1556";"52/12846";0,5;4,12789203084833;8,39025445133995;2,52996540793148e-11;3,26170924899473e-09;3,03595848951777e-09;"GR-RBP3/ORRM2/NA/MORF4/NA/NA/GRS1/MEF29/MORF1/mS83/MTSSB/CFM9/AtGRP4/MORF8/OTP72/MEF22/MEF13/MORF6/PDE319/SLO2/EMB2794/MGP3/TRZ3/NA/POCO1/MEF3";26
"GO:0006457";"GO:0006457";"protein folding";"50/1556";"163/12846";0,306748466257669;2,53244909867996;7,30960221809003;2,02473575026312e-10;2,42389794102928e-08;2,25613412172176e-08;"Cpn60beta3/AtHsp90.2/AtHsp90-3/AtHsp90.4/MGE1/BOB1/cpHsc70-2/GFA2/BIP1/ATJ2/CCT2/CPN60a2/CCT6-1/HSC70-5/CNX2/AtGlsA1/AtHsp70-2/HSP70-9/SES1/AR192/AtRbcX1/NA/ROC2/AtUSP/ATJ/ATFKBP62/HSP60/ATTCP-1/CCT4/DJA4/HSP60-3A/ATHSP70/CCT7/HSP70-3/AtHsp90-6/CCT8/CCT6-2/NA/HSP60/NA/AtCYP19-1/CYP40/AtHsp90.5/AtHsp70-14/AtDjB1/CCT5/NA/ATPDI5/CPN10/CYP18-1";50
"GO:0043414";"GO:0043414";"macromolecule methylation";"28/1556";"65/12846";0,430769230769231;3,55633774965395;7,67038872380023;3,71243102325937e-10;4,14802292998847e-08;3,86092826418975e-08;"DIM1B/RID2/AtTRM4c/PRMA/ATFBR1/ATPRMT4A/AtTRM10/AtTRM4h/AtTRM8a/AtTRM1b/AtTRM7a/AtTRM4a/AtTRM5b/AtTRM4d/AtTRM7b/ATFIB2/AtTRM3/EMB1706/AtTRM5c/NA/AtTRM1c/DIM1A/AtTRM6/AtTRM4b/NA/AtTRM9/AtTRM4f/ATPRMT10";28
"GO:0001510";"GO:0001510";"RNA methylation";"25/1556";"55/12846";0,454545454545455;3,75262911895303;7,5945435128561;8,1404752244369e-10;8,52714779759765e-08;7,93696334382597e-08;"DIM1B/RID2/AtTRM4c/ATFBR1/AtTRM10/AtTRM4h/AtTRM8a/AtTRM1b/AtTRM7a/AtTRM4a/AtTRM5b/AtTRM4d/AtTRM7b/ATFIB2/AtTRM3/EMB1706/AtTRM5c/NA/AtTRM1c/DIM1A/AtTRM6/AtTRM4b/NA/AtTRM9/AtTRM4f";25
"GO:0000154";"GO:0000154";"rRNA modification";"18/1556";"33/12846";0,545454545454545;4,50315494274363;7,48024431755413;4,92983885556593e-09;4,86024113054617e-07;4,52385212628403e-07;"DIM1B/RID2/AtTRM4c/ATFBR1/AtTRM4h/NA/AtTRM4d/AtTRM7b/ATFIB2/ACYR2/AtCBF5/NA/RLUA2/NA/DIM1A/EDA27/NA/ACYR1";18
"GO:0000460";"GO:0000460";"maturation of 5.8S rRNA";"17/1556";"30/12846";0,566666666666667;4,67827763496144;7,48779186803134;6,06053810890464e-09;5,64303437251343e-07;5,25246636105069e-07;"NA/AtRRP6L2/NA/NA/EMB2788/AtTRM7b/MEE49/CER7/eIF6A/RRP42/SMO4/ARRS1/NA/APUM23/NA/NA/ATRRP4";17
"GO:0032259";"GO:0032259";"methylation";"31/1556";"88/12846";0,352272727272727;2,9082875671886;6,66835539216137;1,53319868999359e-08;1,29319639831749e-06;1,20369115833848e-06;"DIM1B/RID2/AtTRM4c/PRMA/ATFBR1/ATPRMT4A/AtTRM10/AtTRM4h/AtTRM8a/AtTRM1b/AtTRM7a/AtTRM4a/AtTRM5b/AtTRM4d/AtTRM7b/ATFIB2/AtTRM3/EMB1706/AtTRM5c/NA/AtTRM1c/DIM1A/AtTRM6/AtTRM4b/NA/IGMT5/PXMT1/NA/AtTRM9/AtTRM4f/ATPRMT10";31
"GO:0000463";"GO:0000463";"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)";"13/1556";"19/12846";0,684210526315789;5,64869435800298;7,52783559905757;1,54319379274164e-08;1,29319639831749e-06;1,20369115833848e-06;"RH27/PPAN/PES/NA/EMB2788/AtTRM7b/ARPF2/NA/uL30x/AtPEIP1/uL29y/RPL7A/NA";13
"GO:0022618";"GO:0022618";"protein-RNA complex assembly";"34/1556";"104/12846";0,326923076923077;2,69900632786237;6,45829301651365;2,72306945831861e-08;2,17326876768666e-06;2,02285159760811e-06;"ISE4/PICLN/eS19x/RRP7/SRPK3/AtRuvBL1/AtNUFIP/uS19x/NA/RH39/eIF6A/PHIP1/MAC8/ATNUC-L2/atBRX1-1/SmD1a/RPSAb/SmD2a/eS27z/SMO4/ATRPS5B/PCP/SMD3A/NA/AtMDN1/GEMIN2/atBRX1-2/ATNUC-L1/AtERG2/SMD3B/ATPWP2/Atcoilin/EIF2/ATNAF1";34
"GO:0016073";"GO:0016073";"snRNA metabolic process";"15/1556";"26/12846";0,576923076923077;4,76295234328653;7,13011047945355;3,47889088500152e-08;2,6502823287557e-06;2,46684990027381e-06;"NA/AtRRP6L2/NA/RRP41L/RRP41/CER7/AtCBF5/NA/AtMYB4R1/RRP42/NA/EDA27/ATCPSF73-II/NA/ATRRP4";15
"GO:0016180";"GO:0016180";"snRNA processing";"13/1556";"20/12846";0,65;5,36625964010283;7,25443873254272;3,91861564866696e-08;2,85547818572427e-06;2,65784365735672e-06;"NA/NA/RRP41L/RRP41/CER7/AtCBF5/NA/RRP42/NA/EDA27/ATCPSF73-II/NA/ATRRP4";13
"GO:0071826";"GO:0071826";"protein-RNA complex organization";"34/1556";"106/12846";0,320754716981132;2,64808168016685;6,32516457810849;4,64490975307624e-08;3,24369531089824e-06;3,01919133949956e-06;"ISE4/PICLN/eS19x/RRP7/SRPK3/AtRuvBL1/AtNUFIP/uS19x/NA/RH39/eIF6A/PHIP1/MAC8/ATNUC-L2/atBRX1-1/SmD1a/RPSAb/SmD2a/eS27z/SMO4/ATRPS5B/PCP/SMD3A/NA/AtMDN1/GEMIN2/atBRX1-2/ATNUC-L1/AtERG2/SMD3B/ATPWP2/Atcoilin/EIF2/ATNAF1";34
"GO:0009812";"GO:0009812";"flavonoid metabolic process";"28/1556";"80/12846";0,35;2,88952442159383;6,29353950360662;8,86783440755967e-08;5,94499618682801e-06;5,53352867031724e-06;"UF3GT/ATMYB111/ATGSTF12/UGT78D2/NA/UGT78D3/ATCHS/ATFLS1/AtCHIL/UGT73B2/AtBGLU10/UGT79B3/UGT79B2/ATDTX35/NA/AtTT8/A11/F3'H/AT5MAT/BRT1/AtELP4/BBX22/ATRHM1/PR-5/ATMYB75/AtELP2/TT15/UGT89C1";28
"GO:0031123";"GO:0031123";"RNA 3'-end processing";"24/1556";"63/12846";0,380952380952381;3,14506059493206;6,33604604727217;1,16904094918632e-07;7,53581781090872e-06;7,01424569511791e-06;"SDN3/TRL/ATFBR1/NA/AtRRP6L2/SDN5/ATCPSF100/NA/FY/AtLa1/RRP41L/ATFIB2/ATSUV3/RRP41/CER7/AtCBF5/NA/RRP42/NA/CPZ/CSTF64/NA/TRZ3/ATRRP4";24
"GO:0031126";"GO:0031126";"sno(s)RNA 3'-end processing";"10/1556";"13/12846";0,769230769230769;6,35060312438205;7,16531351488054;1,33901192772566e-07;8,31179255877112e-06;7,73651336019269e-06;"ATFBR1/AtRRP6L2/AtLa1/RRP41L/ATFIB2/RRP41/AtCBF5/NA/NA/ATRRP4";10
"GO:0070585";"GO:0070585";"protein localization to mitochondrion";"20/1556";"48/12846";0,416666666666667;3,43991002570694;6,28706943833426;2,36765206435171e-07;1,36833960684602e-05;1,27363352427195e-05;"ATOXA1/HP22/MGE1/MIA40/AtmtOM64/AR192/HP20/SD3/NA/HRM1/TOM40/AtTIM22-2/NA/ATTIM44-2/AtTIM10/NA/OXA2a/TOM7-2/EMB1860/ATTOM22-I";20
"GO:0072655";"GO:0072655";"establishment of protein localization to mitochondrion";"20/1556";"48/12846";0,416666666666667;3,43991002570694;6,28706943833426;2,36765206435171e-07;1,36833960684602e-05;1,27363352427195e-05;"ATOXA1/HP22/MGE1/MIA40/AtmtOM64/AR192/HP20/SD3/NA/HRM1/TOM40/AtTIM22-2/NA/ATTIM44-2/AtTIM10/NA/OXA2a/TOM7-2/EMB1860/ATTOM22-I";20
"GO:0002181";"GO:0002181";"cytoplasmic translation";"26/1556";"75/12846";0,346666666666667;2,86200514138817;6,00376845652629;3,16068858326307e-07;1,76577135518297e-05;1,64355806329679e-05;"AteRF1-1/eL36x/AtTRM7a/uL2x/eL15z/uL6x/PHIP1/eL24y/P2w/ATNUC-L2/RPP0C/eL29z/eL29y/RPSAb/NA/uL10z/eL31z/NA/EIF4A-2/ATNUC-L1/eL20w/uL22z/eL6z/ERF1-2/eL33w/EIF2";26
"GO:0006626";"GO:0006626";"protein targeting to mitochondrion";"19/1556";"45/12846";0,422222222222222;3,48577549271637;6,2011336238573;3,69000925733463e-07;1,96646793297471e-05;1,83036394716023e-05;"ATOXA1/HP22/MGE1/MIA40/AtmtOM64/AR192/HP20/SD3/NA/HRM1/TOM40/AtTIM22-2/NA/ATTIM44-2/AtTIM10/NA/TOM7-2/EMB1860/ATTOM22-I";19
"GO:0009813";"GO:0009813";"flavonoid biosynthetic process";"23/1556";"62/12846";0,370967741935484;3,06262957127457;6,04377911014834;3,75459271212356e-07;1,96646793297471e-05;1,83036394716023e-05;"UF3GT/ATMYB111/ATGSTF12/UGT78D2/NA/UGT78D3/ATCHS/ATFLS1/AtCHIL/UGT73B2/ATDTX35/NA/AtTT8/A11/F3'H/AT5MAT/BRT1/BBX22/ATRHM1/PR-5/ATMYB75/TT15/UGT89C1";23
"GO:1900864";"GO:1900864";"mitochondrial RNA modification";"15/1556";"30/12846";0,5;4,12789203084833;6,3673835520335;4,34422358307907e-07;2,20633900764864e-05;2,05363296654647e-05;"GR-RBP3/ORRM2/MORF4/MEF29/MORF1/AtGRP4/MORF8/OTP72/MEF22/MEF13/MORF6/SLO2/NA/POCO1/MEF3";15
"GO:0034475";"GO:0034475";"U4 snRNA 3'-end processing";"8/1556";"10/12846";0,8;6,60462724935733;6,58198304812111;1,63631064672715e-06;8,06604895269029e-05;7,50777826145397e-05;"RRP41L/RRP41/CER7/NA/RRP42/NA/NA/ATRRP4";8
"GO:0006413";"GO:0006413";"translational initiation";"23/1556";"67/12846";0,343283582089552;2,83407512565706;5,58767279751553;1,82693657422955e-06;8,74841628116779e-05;8,14291730228029e-05;"NRPB7/eIFiso4G1/EIF(ISO)4E/ATEIF3B-2/NA/ATEIF3G2/ATEIF2-A2/NA/NA/AT.EIF4E1/ATEIF3E-1/PHIP1/ATNUC-L2/NA/NA/NA/AteIF3f/eIFiso4G2/NA/EIF4A-2/ATNUC-L1/TIF3H1/EIF2";23
"GO:0009408";"GO:0009408";"response to heat";"53/1556";"231/12846";0,229437229437229;1,89418422194772;5,09113067824833;2,59238890644391e-06;0,000113944400640019;0,000106058034008609;"AtZAT12/ATTIL/AtHsp90.2/AtHsp90-3/AtHsp90.4/BOB1/cpHsc70-2/BIP1/ATCYS1/HIT4/HSC70-5/E13L3/AtHsp70-2/ATMCB1/ATFP6/SES1/RPT2a/AR192/ABI1/ELIP2/AtGRXS17/AtUSP/ATJ/ATFKBP62/HSP60/ELIP/ATHSP70/DREB2/HSP70-3/Fes1A/AtHsp90-6/GAPC/ATHSFA1E/AtGolS1/AtCOR15A/AtERF48/XBAT31/BBX18/HTD1/AtHsp90.5/AtHsp70-14/ALDH5F1/AtREN1/AT-HSFA8/DjC53/ATRBP47A/ATRBP47C'/ERF113/ANN1/AtCOR47/CPN10/NA/CYP18-1";53
"GO:0080156";"GO:0080156";"mitochondrial mRNA modification";"13/1556";"26/12846";0,5;4,12789203084833;5,92678665929432;2,59539611830179e-06;0,000113944400640019;0,000106058034008609;"GR-RBP3/ORRM2/MORF4/MEF29/MORF1/MORF8/MEF22/MEF13/MORF6/SLO2/NA/POCO1/MEF3";13
"GO:0016074";"GO:0016074";"sno(s)RNA metabolic process";"10/1556";"16/12846";0,625;5,15986503856041;6,18088671134581;2,65145085021523e-06;0,000113944400640019;0,000106058034008609;"ATFBR1/AtRRP6L2/AtLa1/RRP41L/ATFIB2/RRP41/AtCBF5/NA/NA/ATRRP4";10
"GO:0043144";"GO:0043144";"sno(s)RNA processing";"10/1556";"16/12846";0,625;5,15986503856041;6,18088671134581;2,65145085021523e-06;0,000113944400640019;0,000106058034008609;"ATFBR1/AtRRP6L2/AtLa1/RRP41L/ATFIB2/RRP41/AtCBF5/NA/NA/ATRRP4";10
"GO:0042255";"GO:0042255";"ribosome assembly";"17/1556";"42/12846";0,404761904761905;3,34162688211531;5,64279648742175;3,07656843749381e-06;0,00012890821753099;0,000119986169062258;"eS19x/RRP7/uS19x/NA/RH39/eIF6A/atBRX1-1/RPSAb/eS27z/SMO4/ATRPS5B/AtMDN1/atBRX1-2/NA/AtERG2/RDP/ATPWP2";17
"GO:0009631";"GO:0009631";"cold acclimation";"20/1556";"56/12846";0,357142857142857;2,94849430774881;5,42478789568402;4,2562532860645e-06;0,000173987329449856;0,000161945246981966;"AtZAT12/KIN1/ATCBF3/ATCBF2/ATDI21/ATGRP2/AZI1/TCF1/CP29A/LTI30/ATRZ-1A/AtCOR15A/COR15B/FZF/ATCOR413-PM1/ERD14/COR413-TM1/ERD10/AtCOR47/GWD";20
"GO:0042026";"GO:0042026";"protein refolding";"13/1556";"27/12846";0,481481481481481;3,97500714081691;5,74470458466659;4,45116346528505e-06;0,000177622618281375;0,000165328928710588;"Cpn60beta3/cpHsc70-2/GFA2/BIP1/ATJ2/HSC70-5/AtHsp70-2/HSP70-9/ATJ/DJA4/ATHSP70/HSP70-3/AtDjB1";13
"GO:0031167";"GO:0031167";"rRNA methylation";"11/1556";"20/12846";0,55;4,54068123393316;5,88275943260831;4,69842382676186e-06;0,000183129263573323;0,000170454445808105;"DIM1B/RID2/AtTRM4c/ATFBR1/AtTRM4h/AtTRM4d/AtTRM7b/ATFIB2/NA/DIM1A/NA";11
"GO:0140053";"GO:0140053";"mitochondrial gene expression";"22/1556";"67/12846";0,328358208955224;2,7108544680198;5,2122701179088;6,9950350179546e-06;0,000266447242956634;0,000248005787000209;"MNU1/NA/NA/NA/NA/MEF29/mS83/ATSUV3/MTSSB/NA/NA/CFM9/DWEORG1/NA/SIN2/PDE319/AGS1/EMB2794/MGP3/TRZ3/NA/uL29m";22
"GO:0009561";"GO:0009561";"megagametogenesis";"20/1556";"58/12846";0,344827586206897;2,84682209024023;5,23314325168334;7,87641996317935e-06;0,000293352885739747;0,000273049225390217;"GFA2/NRPC2/BIP1/ATO/bL21m/ATSUV3/BICE1/EDA14/EDA7/EDA13/AtBBE-like/WDR55/NFD6/EDA27/ATCPSF73-II/EDA25/NRPA2/mS77/AtRH36/CLO";20
