"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0009631";"GO:0009631";"cold acclimation";"23/1321";"58/15355";0,396551724137931;4,60942598345036;8,44929444126566;1,2055656949269e-10;1,82917194984818e-08;1,76739391830432e-08;"AtZAT12/KIN1/NA/ATCBF1/ATCBF3/ATCBF2/ATDI21/ATGRP2/AZI1/TCF1/CP29A/LTI30/ATRZ-1A/AtCOR15A/COR15B/ATCAX1/FZF/ATCOR413-PM1/COR413-TM1/COR314-TM2/ERD10/AtCOR47/GWD";23
"GO:0009414";"GO:0009414";"response to water deprivation";"78/1321";"429/15355";0,181818181818182;2,11341270387448;7,17603487254172;1,39431410905558e-10;1,93925854001147e-08;1,87376246936241e-08;"ATPLC/ATTIL/ABI2/COR78/ATHVA22E/ATBI-1/AtCML37/RS5/AATP1/GORK/EGR2/CBP60G/ATSTP13/ASUS1/AtCor6.6/KIN1/ZIFL1/Rap2.6L/ATCYS1/ATRH25/SLG1/AtLEA4-5/DREB2/ATPLAT1/RD19/NA/TMT2/ATCBF1/ATCBF3/ATHVA22D/AIRP1/ATDI21/ATGRP2/AtRbcX1/AtLEA5/LTI30/CHL/ATPHS2/CFM9/CYP71B15/AtGRP4/ATMYB15/ATRH9/EGR3/BRL3/ATCYS6/DREB2/AIF/LDAP3/AtERF71/AtGolS1/AtCOR15A/ATWRKY54/SMXL8/DREB19/AKR4C9/ABI5/ATGRP7/RD2/ERD7/ATCOR413-PM1/AtOCT5/ADH/LDAP1/AtATL78/RAP2.1/ERF113/COR413-TM1/ERD10/AtCOR47/HUP35/ABCG40/ERD6/ESL1/UGT74E2/ATGST1/ACS2/AtLEA14";78
"GO:0042274";"GO:0042274";"ribosomal small subunit biogenesis";"26/1321";"84/15355";0,30952380952381;3,59783353159583;7,32468012561278;4,10812148942383e-09;5,27419597372952e-07;5,09606649538244e-07;"eS8y/AtNOB1/RRP7/NA/TOZ/NA/NA/NA/NA/NA/ACYR2/EDA7/NA/NA/AtRH57/NA/NA/PDE328/ARRS1/AtTRM112a/APUM23/AtERG2/ATPWP2/PCP1/ACYR1/NA";26
"GO:0001666";"GO:0001666";"response to hypoxia";"51/1321";"262/15355";0,194656488549618;2,26264222685798;6,32433126461397;2,29360530304336e-08;2,73430517912812e-06;2,64195738666348e-06;"cMCU/EXL2/ANAC102/AtZAT12/ATTIL/PDC2/BBX29/ATSUS2/NA/NA/AtCML37/HYP1/CBP60G/FLOT1/CIPK25/ASUS1/ATBCB/NHL3/DREB2/AtZAT6/UGT73B3/AtPDC1/NA/NA/CYP707A1/SCL13/AtNUDT7/NA/ZAT8/AGC2/RAP2.2/AtERF71/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/ATPUMP5/NA/ADH/TN7/ALAAT2/DUF569/AtPERK9/LDAP1/AtFBS1/ERF74/HUP35/NA/AtRAV1/ARI12";51
"GO:0036293";"GO:0036293";"response to decreased oxygen levels";"51/1321";"266/15355";0,191729323308271;2,22861753171726;6,20152841674082;3,84351325855481e-08;4,27654908568532e-06;4,13211390323226e-06;"cMCU/EXL2/ANAC102/AtZAT12/ATTIL/PDC2/BBX29/ATSUS2/NA/NA/AtCML37/HYP1/CBP60G/FLOT1/CIPK25/ASUS1/ATBCB/NHL3/DREB2/AtZAT6/UGT73B3/AtPDC1/NA/NA/CYP707A1/SCL13/AtNUDT7/NA/ZAT8/AGC2/RAP2.2/AtERF71/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/ATPUMP5/NA/ADH/TN7/ALAAT2/DUF569/AtPERK9/LDAP1/AtFBS1/ERF74/HUP35/NA/AtRAV1/ARI12";51
"GO:0070482";"GO:0070482";"response to oxygen levels";"51/1321";"267/15355";0,191011235955056;2,22027064957599;6,17116842449935;4,36324708386457e-08;4,55141211435623e-06;4,39769377136876e-06;"cMCU/EXL2/ANAC102/AtZAT12/ATTIL/PDC2/BBX29/ATSUS2/NA/NA/AtCML37/HYP1/CBP60G/FLOT1/CIPK25/ASUS1/ATBCB/NHL3/DREB2/AtZAT6/UGT73B3/AtPDC1/NA/NA/CYP707A1/SCL13/AtNUDT7/NA/ZAT8/AGC2/RAP2.2/AtERF71/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/ATPUMP5/NA/ADH/TN7/ALAAT2/DUF569/AtPERK9/LDAP1/AtFBS1/ERF74/HUP35/NA/AtRAV1/ARI12";51
"GO:0071456";"GO:0071456";"cellular response to hypoxia";"45/1321";"233/15355";0,1931330472103;2,24493409531731;5,87477375087987;1,93308915545597e-07;1,8978387061506e-05;1,83374153941706e-05;"cMCU/EXL2/ANAC102/AtZAT12/ATTIL/PDC2/BBX29/NA/NA/AtCML37/HYP1/CBP60G/FLOT1/ASUS1/ATBCB/NHL3/DREB2/AtZAT6/UGT73B3/AtPDC1/NA/NA/SCL13/AtNUDT7/NA/ZAT8/AGC2/AtERF71/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/ATPUMP5/NA/ADH/TN7/DUF569/AtPERK9/LDAP1/AtFBS1/HUP35/NA/AtRAV1/ARI12";45
"GO:0036294";"GO:0036294";"cellular response to decreased oxygen levels";"45/1321";"235/15355";0,191489361702128;2,2258282732295;5,80977228336242;2,49723711416161e-07;2,19362565449249e-05;2,11953864758758e-05;"cMCU/EXL2/ANAC102/AtZAT12/ATTIL/PDC2/BBX29/NA/NA/AtCML37/HYP1/CBP60G/FLOT1/ASUS1/ATBCB/NHL3/DREB2/AtZAT6/UGT73B3/AtPDC1/NA/NA/SCL13/AtNUDT7/NA/ZAT8/AGC2/AtERF71/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/ATPUMP5/NA/ADH/TN7/DUF569/AtPERK9/LDAP1/AtFBS1/HUP35/NA/AtRAV1/ARI12";45
"GO:0071453";"GO:0071453";"cellular response to oxygen levels";"45/1321";"235/15355";0,191489361702128;2,2258282732295;5,80977228336242;2,49723711416161e-07;2,19362565449249e-05;2,11953864758758e-05;"cMCU/EXL2/ANAC102/AtZAT12/ATTIL/PDC2/BBX29/NA/NA/AtCML37/HYP1/CBP60G/FLOT1/ASUS1/ATBCB/NHL3/DREB2/AtZAT6/UGT73B3/AtPDC1/NA/NA/SCL13/AtNUDT7/NA/ZAT8/AGC2/AtERF71/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/ATPUMP5/NA/ADH/TN7/DUF569/AtPERK9/LDAP1/AtFBS1/HUP35/NA/AtRAV1/ARI12";45
"GO:0000462";"GO:0000462";"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)";"13/1321";"32/15355";0,40625;4,72215651021953;6,46649818068072;9,76807608744967e-07;7,76329475712072e-05;7,50109903056286e-05;"eS8y/TOZ/NA/NA/EDA7/NA/NA/NA/ARRS1/APUM23/ATPWP2/PCP1/NA";13
"GO:0000470";"GO:0000470";"maturation of LSU-rRNA";"13/1321";"32/15355";0,40625;4,72215651021953;6,46649818068072;9,76807608744967e-07;7,76329475712072e-05;7,50109903056286e-05;"PPAN/AtTRM4c/NA/PES/NA/AtTRM4d/AtTRM7b/ARPF2/NA/PDE328/RPL7A/AtTRM112a/NA";13
"GO:0009651";"GO:0009651";"response to salt stress";"73/1321";"484/15355";0,150826446280992;1,75317190207769;5,16556873327714;1,44516306533067e-06;0,000109635325274404;0,000105932527085483;"ATBT4/AtZAT12/ATPLC/ATTIL/CIPK21/COR78/ATHVA22E/ATCP1/AATP1/ATSTP13/ATSOS3/GASA14/Rap2.6L/ATVAMP713/PROSCOOP15/ATRH25/SNRK2-7/ATPLAT1/RD19/ATMYB73/ADC2/AtSAP10/ATHVA22D/ATGRP2/AtNUDT7/EARLI1/AtRbcX1/BGLU30/BGLU27/P5CS2/FAR5/CFM9/AtGRP4/ATMYB15/ATRH9/PPR40/Fes1A/RCI2A/BGLU25/ATTSPO/ATMYB12/AtGolS1/AtCOR15A/RH17/AtC3H29/DREB19/ATCAX1/AKR4C9/ABI5/ATWRKY25/ATGRP7/ABX45/ERD7/MPT1/ADC1/AtSOT1/PPR96/AtOCT5/ADH/PILS3/At2-MMP/AtFBS1/AthCYSTM3/5PTASE11/ERF113/AtTPPD/ATSAT32/NA/NA/RAS1/ERD6/ESL1/UGT74E2";73
"GO:0007623";"GO:0007623";"circadian rhythm";"32/1321";"152/15355";0,210526315789474;2,4471094465915;5,50085206566154;1,61054041265911e-06;0,000111999664530335;0,000108217013692708;"APRR1/APRR3/BOA/COR78/COR27/CIR1/APRR5/ATCOL1/BBX1/APRR7/SPT/COR28/SMXL2/NA/LUX/JMJ30/UVR3/NANA/BBX7/A/N-InvC/BBX11/APRR9/AtCOR15A/ELF4/ELF3/ATGRP7/BBX18/ATMPK7/ERD7/ADO3/FB/EFL4";32
"GO:0048511";"GO:0048511";"rhythmic process";"32/1321";"152/15355";0,210526315789474;2,4471094465915;5,50085206566154;1,61054041265911e-06;0,000111999664530335;0,000108217013692708;"APRR1/APRR3/BOA/COR78/COR27/CIR1/APRR5/ATCOL1/BBX1/APRR7/SPT/COR28/SMXL2/NA/LUX/JMJ30/UVR3/NANA/BBX7/A/N-InvC/BBX11/APRR9/AtCOR15A/ELF4/ELF3/ATGRP7/BBX18/ATMPK7/ERD7/ADO3/FB/EFL4";32
"GO:0009408";"GO:0009408";"response to heat";"46/1321";"277/15355";0,166064981949458;1,93030113386369;4,79361340514302;1,08569693990888e-05;0,00072481127708317;0,000700331668185435;"AtZAT12/ATTIL/ABI2/AtHsp90.4/ATJ2/ATCYS1/E13L3/DREB2/AtHsp70-2/ATFP6/GOSAMT2/AR192/ABI1/AtSAP10/AT-HSFA4A/SCL13/ELIP2/BAP1/AtUSP/CHL/AT-HSFC1/ELIP/AT-HSFA6B/DREB2/HSP70-3/Fes1A/ATHAP2B/ATHSFA1E/AtGolS1/AtCOR15A/AtERF48/DREB19/ATWRKY25/XBAT31/BBX18/ALDH5F1/ATI3C/AT-HSFA8/DjC53/ERF113/AtCOR47/ABCG40/NA/AVDE1/ACD31.2/CYP18-1";46
"GO:0051553";"GO:0051553";"flavone biosynthetic process";"10/1321";"24/15355";0,416666666666667;4,84323744637901;5,78081454771434;1,36829918528638e-05;0,000845811607497394;0,000817245361348433;"ATMYB111/ATGSTF12/UGT78D2/NA/UGT78D3/UGT73B2/UGT73B3/ATMYB12/UGT73B4/UGT73B5";10
"GO:0051555";"GO:0051555";"flavonol biosynthetic process";"10/1321";"24/15355";0,416666666666667;4,84323744637901;5,78081454771434;1,36829918528638e-05;0,000845811607497394;0,000817245361348433;"ATMYB111/ATGSTF12/UGT78D2/NA/UGT78D3/UGT73B2/UGT73B3/ATMYB12/UGT73B4/UGT73B5";10
"GO:0051552";"GO:0051552";"flavone metabolic process";"10/1321";"25/15355";0,4;4,64950794852385;5,60279434482049;2,10511178391524e-05;0,00121152812667398;0,00117061025515722;"ATMYB111/ATGSTF12/UGT78D2/NA/UGT78D3/UGT73B2/UGT73B3/ATMYB12/UGT73B4/UGT73B5";10
"GO:0051554";"GO:0051554";"flavonol metabolic process";"10/1321";"25/15355";0,4;4,64950794852385;5,60279434482049;2,10511178391524e-05;0,00121152812667398;0,00117061025515722;"ATMYB111/ATGSTF12/UGT78D2/NA/UGT78D3/UGT73B2/UGT73B3/ATMYB12/UGT73B4/UGT73B5";10
"GO:0006979";"GO:0006979";"response to oxidative stress";"63/1321";"435/15355";0,144827586206897;1,68344253308622;4,43643027940832;2,74279044835469e-05;0,00152590575276799;0,00147437016381733;"ATBT4/AtZAT12/ATTIL/COR78/ATNUDT2/AtCML37/RS5/PRX62/HRG2/ATBCB/NA/NA/ATCHS/ATPA2/DREB2/ADC2/CRK7/AtBBE19/AT-HSFA4A/AtNUDT7/NA/ATGPX6/AtLEA5/AtSTS/NA/ATFER3/AtUSP/ATPAL2/CHL/NA/GATL10/AGC2/PPR30/NA/PPR40/F6'H1/ATCYS6/AtGolS1/HRG1/ATWRKY54/NA/AtC3H20/ATMPK7/ADC1/PPR96/EMB93/NA/VQ10/ADH/NA/AtGolS4/NA/AtTPPD/ANAC013/FB/HUP35/ABCG40/NA/CDI3/NA/AtGolS3/UGT74E2/ATGST1";63
"GO:0009813";"GO:0009813";"flavonoid biosynthetic process";"18/1321";"73/15355";0,246575342465753;2,86613503676127;4,90327035703283;3,35806087480092e-05;0,00180793664517508;0,00174687580991342;"ATMYB111/ATGSTF12/UGT78D2/NA/UGT78D3/ATCHS/CYP75B1/UGT73B2/UGT73B3/ATDTX35/A11/BRT1/ATMYB12/UGT73B4/UGT73B5/BBX22/PR-5/TT15";18
"GO:0070417";"GO:0070417";"cellular response to cold";"11/1321";"33/15355";0,333333333333333;3,8745899571032;5,07161859776115;5,99380223649537e-05;0,00312614247897212;0,00302056086391806;"ATBCB/Rap2.6L/ATCYS1/AtSAP10/AZI1/AtSLD1/TCF1/ANAC062/AtOCT5/COR413-TM1/COR314-TM2";11
"GO:0000959";"GO:0000959";"mitochondrial RNA metabolic process";"15/1321";"57/15355";0,263157894736842;3,05888680823937;4,77775649310908;6,68363668751273e-05;0,00338029988832083;0,0032661344195437;"NA/SLG1/GRS1/MEF29/MTSSB/CFM9/AtGRP4/MORF8/OTP72/MEF22/MEF13/PDE319/SLO2/NA/MEF3";15
"GO:0009812";"GO:0009812";"flavonoid metabolic process";"20/1321";"94/15355";0,212765957446809;2,47314252581056;4,39530116436604;0,000119530843620663;0,0058675581765555;0,0056693886200265;"ATMYB111/ATGSTF12/UGT78D2/NA/UGT78D3/ATCHS/CYP75B1/UGT73B2/UGT73B3/AtBGLU10/UGT79B2/ATDTX35/A11/BRT1/ATMYB12/UGT73B4/UGT73B5/BBX22/PR-5/TT15";20
"GO:0006816";"GO:0006816";"calcium ion transport";"16/1321";"72/15355";0,222222222222222;2,58305997140214;4,13076748788163;0,00033133047409139;0,0157997303216723;0,0152661138739251;"cMCU/APC1/ATPLC4/ATPLC/ACA8/ATGLR1.3/ATGLR1.2/CCX2/ATGLR2.5/ACA12/PLC7/ACA13/ATPLC2/ATCAX1/MCU2/PML4";16
"GO:1900864";"GO:1900864";"mitochondrial RNA modification";"10/1321";"34/15355";0,294117647058824;3,41875584450283;4,33171001126758;0,000412199846414254;0,0191100428795942;0,0184646246990245;"SLG1/MEF29/AtGRP4/MORF8/OTP72/MEF22/MEF13/SLO2/NA/MEF3";10
"GO:0070588";"GO:0070588";"calcium ion transmembrane transport";"12/1321";"47/15355";0,25531914893617;2,96777103097267;4,14510661845937;0,000477070881526069;0,0215197648991083;0,0207929613228432;"cMCU/APC1/ATPLC4/ATPLC/ACA8/ACA12/PLC7/ACA13/ATPLC2/ATCAX1/MCU2/PML4";12
"GO:0000463";"GO:0000463";"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)";"7/1321";"19/15355";0,368421052631579;4,28244153153512;4,39227163130238;0,000685119373233357;0,0297730943019502;0,0287675446820268;"PPAN/PES/AtTRM7b/ARPF2/NA/RPL7A/NA";7
"GO:0034605";"GO:0034605";"cellular response to heat";"17/1321";"84/15355";0,202380952380952;2,35242961681266;3,81322136891217;0,000695716403700453;0,0297730943019502;0,0287675446820268;"AtHsp90.4/ATCYS1/AtSAP10/AT-HSFA4A/ELIP2/AT-HSFC1/ELIP/AT-HSFA6B/ATHSFA1E/DREB19/ATWRKY25/BBX18/AT-HSFA8/DjC53/ERF113/ACD31.2/CYP18-1";17
"GO:0046351";"GO:0046351";"disaccharide biosynthetic process";"9/1321";"31/15355";0,290322580645161;3,37464286586408;4,0603597996604;0,000886562245874808;0,0369918097091263;0,0357424568600054;"RS5/ATSPS2F/TPPI/TPPG/AtBAM3/TPPF/TPPE/ATSPP1/AtTPPD";9
"GO:0042908";"GO:0042908";"xenobiotic transport";"11/1321";"44/15355";0,25;2,9059424678274;3,88423759905257;0,000984729163260634;0,0400856822800487;0,0387318376923053;"APC1/NA/ATDTX35/DTX18/NA/NA/NA/ATDTX1/NA/DTX14/NA";11
